ID,AGE_BAND,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,RISK_SCORE,RISK_TIER,PROXY_PREMIUM,ESTIMATED_CLAIM_COST,UNDERWRITING_MARGIN,PRICING_STATUS
732342,65+,FEMALE,MAJORITY,30Y+,HIGH SCHOOL,UPPER CLASS,0.5743,1,BEFORE 2015,0,1,10238,9000,SEDAN,2,0,1,0,7,Medium Risk,610,0,610,Profitable
522923,26-39,MALE,MAJORITY,0-9Y,UNIVERSITY,UPPER CLASS,0.6447,1,BEFORE 2015,0,0,10238,15000,SEDAN,0,0,0,1,4,Medium Risk,800,3500,-2700,Underpriced
478302,65+,MALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.5012,1,BEFORE 2015,1,1,10238,12000,SEDAN,7,1,4,0,31,High Risk,1570,0,1570,Profitable
943632,40-64,MALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.8382,1,AFTER 2015,1,1,10238,10000,SEDAN,1,0,3,0,11,High Risk,890,0,890,Profitable
19712,26-39,FEMALE,MINORITY,10-19Y,HIGH SCHOOL,MIDDLE CLASS,0.5246,1,BEFORE 2015,0,1,10238,12000,SEDAN,1,0,1,0,5,Medium Risk,750,0,750,Profitable
276067,65+,MALE,MINORITY,30Y+,NONE,UPPER CLASS,0.5548,1,AFTER 2015,0,1,10238,15000,SEDAN,3,1,4,0,23,High Risk,1250,0,1250,Profitable
579325,65+,FEMALE,MAJORITY,20-29Y,HIGH SCHOOL,UPPER CLASS,0.6704,1,BEFORE 2015,1,0,10238,14000,SEDAN,4,0,0,0,8,High Risk,650,0,650,Profitable
758718,16-25,MALE,MAJORITY,0-9Y,HIGH SCHOOL,WORKING CLASS,0.1992,0,AFTER 2015,1,1,10238,8000,SEDAN,0,0,0,0,8,High Risk,1050,0,1050,Profitable
561454,40-64,FEMALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.525,1,BEFORE 2015,1,1,32765,8000,SEDAN,4,0,1,0,11,High Risk,890,0,890,Profitable
882322,26-39,MALE,MAJORITY,0-9Y,HIGH SCHOOL,MIDDLE CLASS,0.3458,1,BEFORE 2015,0,0,32765,12000,SEDAN,0,0,0,1,4,Medium Risk,800,3500,-2700,Underpriced
35012,40-64,MALE,MAJORITY,20-29Y,NONE,WORKING CLASS,0.4217,1,BEFORE 2015,0,1,10238,10000,SEDAN,5,0,4,0,22,High Risk,1230,0,1230,Profitable
357892,16-25,MALE,MAJORITY,0-9Y,HIGH SCHOOL,POVERTY,0.3719,0,BEFORE 2015,1,0,32765,11000,SPORTS CAR,0,0,0,1,10,High Risk,1300,3500,-2200,Underpriced
748256,16-25,MALE,MAJORITY,0-9Y,HIGH SCHOOL,POVERTY,0.525,0,BEFORE 2015,0,1,32765,12000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
118047,26-39,MALE,MAJORITY,10-19Y,HIGH SCHOOL,MIDDLE CLASS,0.3591,1,BEFORE 2015,1,0,10238,12000,SEDAN,0,0,3,0,9,High Risk,910,0,910,Profitable
986745,26-39,FEMALE,MAJORITY,10-19Y,NONE,POVERTY,0.2528,1,BEFORE 2015,0,1,32765,11000,SEDAN,1,0,1,0,5,Medium Risk,750,0,750,Profitable
518535,26-39,FEMALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.7388,0,AFTER 2015,1,0,10238,13000,SEDAN,1,1,0,0,7,Medium Risk,830,0,830,Profitable
420012,26-39,MALE,MAJORITY,10-19Y,NONE,POVERTY,0.38,0,BEFORE 2015,0,1,10238,10000,SPORTS CAR,0,0,2,1,8,High Risk,1040,3500,-2460,Underpriced
190062,26-39,MALE,MAJORITY,10-19Y,HIGH SCHOOL,WORKING CLASS,0.3724,1,BEFORE 2015,0,0,10238,14000,SEDAN,3,1,1,1,14,High Risk,1110,3500,-2390,Underpriced
836330,40-64,MALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.611,1,BEFORE 2015,1,1,10238,11000,SEDAN,4,1,2,0,19,High Risk,1110,0,1110,Profitable
688730,40-64,MALE,MAJORITY,20-29Y,NONE,MIDDLE CLASS,0.502,0,BEFORE 2015,1,1,32765,10000,SEDAN,9,1,1,0,26,High Risk,1390,0,1390,Profitable
559448,40-64,FEMALE,MAJORITY,20-29Y,NONE,WORKING CLASS,0.525,1,BEFORE 2015,0,0,10238,15000,SEDAN,1,0,0,0,2,Low Risk,430,0,430,Profitable
272339,16-25,MALE,MAJORITY,0-9Y,UNIVERSITY,MIDDLE CLASS,0.4492,1,AFTER 2015,0,0,10238,13000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
551851,26-39,FEMALE,MAJORITY,10-19Y,HIGH SCHOOL,POVERTY,0.525,1,AFTER 2015,1,0,32765,11000,SEDAN,1,0,0,0,2,Low Risk,630,0,630,Profitable
557804,16-25,FEMALE,MAJORITY,0-9Y,HIGH SCHOOL,POVERTY,0.3839,0,BEFORE 2015,0,0,10238,16000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
895279,40-64,FEMALE,MAJORITY,20-29Y,NONE,MIDDLE CLASS,0.4832,1,AFTER 2015,0,1,10238,11000,SEDAN,2,0,0,0,4,Medium Risk,510,0,510,Profitable
72914,26-39,MALE,MAJORITY,10-19Y,HIGH SCHOOL,WORKING CLASS,0.5483,1,BEFORE 2015,0,1,10238,13000,SEDAN,1,1,1,0,10,High Risk,950,0,950,Profitable
780961,65+,FEMALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.5346,1,AFTER 2015,1,1,32765,12000,SEDAN,4,1,0,0,13,High Risk,850,0,850,Profitable
246434,65+,FEMALE,MAJORITY,10-19Y,HIGH SCHOOL,UPPER CLASS,0.5087,1,BEFORE 2015,1,1,32765,5000,SEDAN,2,0,0,0,4,Medium Risk,590,0,590,Profitable
691719,26-39,MALE,MAJORITY,10-19Y,HIGH SCHOOL,WORKING CLASS,0.3855,0,BEFORE 2015,1,1,92101,10000,SEDAN,1,0,0,1,2,Low Risk,630,3500,-2870,Underpriced
552705,40-64,FEMALE,MAJORITY,0-9Y,HIGH SCHOOL,WORKING CLASS,0.3187,1,BEFORE 2015,0,1,10238,13000,SEDAN,0,0,0,0,4,Medium Risk,700,0,700,Profitable
273160,40-64,FEMALE,MAJORITY,0-9Y,UNIVERSITY,MIDDLE CLASS,0.5283,1,AFTER 2015,0,0,10238,14000,SEDAN,0,0,0,0,4,Medium Risk,700,0,700,Profitable
67358,40-64,FEMALE,MAJORITY,20-29Y,HIGH SCHOOL,MIDDLE CLASS,0.6464,1,BEFORE 2015,0,1,10238,12000,SEDAN,0,0,1,0,3,Low Risk,470,0,470,Profitable
897090,40-64,MALE,MINORITY,20-29Y,HIGH SCHOOL,UPPER CLASS,0.6322,1,AFTER 2015,1,0,10238,9000,SEDAN,2,0,7,0,25,High Risk,1350,0,1350,Profitable
170435,16-25,FEMALE,MAJORITY,0-9Y,HIGH SCHOOL,POVERTY,0.4126,1,BEFORE 2015,1,0,10238,13000,SEDAN,0,0,0,0,8,High Risk,1050,0,1050,Profitable
956607,26-39,FEMALE,MAJORITY,0-9Y,UNIVERSITY,MIDDLE CLASS,0.5612,1,AFTER 2015,1,1,10238,8000,SEDAN,0,0,0,0,4,Medium Risk,800,0,800,Profitable
281734,65+,FEMALE,MAJORITY,0-9Y,UNIVERSITY,UPPER CLASS,0.6909,1,BEFORE 2015,0,1,92101,13000,SEDAN,0,0,0,1,4,Medium Risk,680,3500,-2820,Underpriced
96024,16-25,MALE,MAJORITY,0-9Y,HIGH SCHOOL,POVERTY,0.3438,0,BEFORE 2015,0,1,10238,12000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
378747,26-39,FEMALE,MAJORITY,0-9Y,UNIVERSITY,MIDDLE CLASS,0.5435,1,BEFORE 2015,1,0,10238,11000,SEDAN,0,0,0,1,4,Medium Risk,800,3500,-2700,Underpriced
590245,26-39,FEMALE,MINORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.7762,1,BEFORE 2015,0,1,32765,9000,SEDAN,1,0,2,1,8,High Risk,870,3500,-2630,Underpriced
246413,26-39,FEMALE,MAJORITY,10-19Y,UNIVERSITY,WORKING CLASS,0.5318,1,BEFORE 2015,0,0,32765,13000,SEDAN,0,1,0,0,5,Medium Risk,750,0,750,Profitable
683607,16-25,MALE,MAJORITY,0-9Y,UNIVERSITY,POVERTY,0.2844,0,BEFORE 2015,0,0,32765,13000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
331632,26-39,MALE,MINORITY,0-9Y,NONE,WORKING CLASS,0.32,1,BEFORE 2015,1,1,10238,13000,SPORTS CAR,0,0,0,1,6,Medium Risk,1050,3500,-2450,Underpriced
222583,40-64,MALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.6946,1,AFTER 2015,1,1,32765,12000,SEDAN,3,0,0,0,6,Medium Risk,590,0,590,Profitable
213883,65+,FEMALE,MAJORITY,0-9Y,HIGH SCHOOL,UPPER CLASS,0.7821,1,AFTER 2015,0,1,32765,10000,SEDAN,0,0,0,0,4,Medium Risk,680,0,680,Profitable
250003,40-64,FEMALE,MAJORITY,20-29Y,HIGH SCHOOL,UPPER CLASS,0.525,1,AFTER 2015,0,1,10238,10000,SEDAN,3,0,1,0,9,High Risk,710,0,710,Profitable
29534,40-64,MALE,MAJORITY,0-9Y,UNIVERSITY,UPPER CLASS,0.5724,1,BEFORE 2015,1,0,10238,13000,SEDAN,0,0,0,1,4,Medium Risk,700,3500,-2800,Underpriced
914388,65+,MALE,MAJORITY,30Y+,HIGH SCHOOL,UPPER CLASS,0.5833,1,AFTER 2015,0,1,10238,14000,SEDAN,4,1,6,0,31,High Risk,1570,0,1570,Profitable
957391,16-25,FEMALE,MAJORITY,0-9Y,HIGH SCHOOL,POVERTY,0.3336,0,BEFORE 2015,1,1,10238,10000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
276387,40-64,MALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.8706,1,AFTER 2015,1,0,32765,10000,SPORTS CAR,5,2,1,0,25,High Risk,1520,0,1520,Profitable
486150,40-64,MALE,MAJORITY,20-29Y,UNIVERSITY,MIDDLE CLASS,0.6836,0,AFTER 2015,1,1,10238,9000,SEDAN,2,0,5,0,19,High Risk,1110,0,1110,Profitable
773045,65+,FEMALE,MINORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.7351,0,AFTER 2015,0,1,10238,11000,SEDAN,0,0,3,0,9,High Risk,690,0,690,Profitable
586978,40-64,FEMALE,MAJORITY,0-9Y,UNIVERSITY,UPPER CLASS,0.6922,1,BEFORE 2015,1,0,10238,18000,SEDAN,0,0,0,0,4,Medium Risk,700,0,700,Profitable
921219,26-39,FEMALE,MAJORITY,10-19Y,NONE,WORKING CLASS,0.5105,1,AFTER 2015,1,1,10238,14000,SEDAN,1,0,0,0,2,Low Risk,630,0,630,Profitable
207942,26-39,FEMALE,MINORITY,0-9Y,NONE,WORKING CLASS,0.4984,1,BEFORE 2015,0,1,10238,13000,SEDAN,0,0,0,0,4,Medium Risk,800,0,800,Profitable
327622,26-39,MALE,MAJORITY,10-19Y,HIGH SCHOOL,WORKING CLASS,0.4864,1,BEFORE 2015,1,0,10238,12000,SEDAN,0,1,0,0,5,Medium Risk,750,0,750,Profitable
345510,65+,FEMALE,MINORITY,30Y+,UNIVERSITY,UPPER CLASS,0.525,1,BEFORE 2015,0,0,32765,12000,SEDAN,1,0,2,0,8,High Risk,650,0,650,Profitable
313208,26-39,MALE,MINORITY,10-19Y,HIGH SCHOOL,WORKING CLASS,0.5192,1,BEFORE 2015,0,0,32765,11000,SEDAN,1,0,0,0,2,Low Risk,630,0,630,Profitable
453375,40-64,MALE,MINORITY,20-29Y,HIGH SCHOOL,MIDDLE CLASS,0.5059,1,BEFORE 2015,1,0,10238,12000,SPORTS CAR,3,0,7,0,29,High Risk,1680,0,1680,Profitable
487944,16-25,MALE,MAJORITY,0-9Y,UNIVERSITY,MIDDLE CLASS,0.3759,0,AFTER 2015,1,0,10238,15000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
227891,16-25,FEMALE,MAJORITY,0-9Y,HIGH SCHOOL,UPPER CLASS,0.6212,1,BEFORE 2015,0,0,32765,13000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
314564,16-25,FEMALE,MAJORITY,0-9Y,HIGH SCHOOL,POVERTY,0.3975,0,BEFORE 2015,1,0,10238,13000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
306173,16-25,MALE,MAJORITY,0-9Y,UNIVERSITY,WORKING CLASS,0.3977,0,BEFORE 2015,0,1,10238,11000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
703581,26-39,MALE,MAJORITY,10-19Y,HIGH SCHOOL,UPPER CLASS,0.4474,1,BEFORE 2015,1,1,10238,10000,SEDAN,2,0,4,0,16,High Risk,1190,0,1190,Profitable
998901,26-39,FEMALE,MAJORITY,10-19Y,NONE,WORKING CLASS,0.525,1,BEFORE 2015,1,1,92101,6000,SEDAN,1,0,0,1,2,Low Risk,630,3500,-2870,Underpriced
550420,26-39,FEMALE,MINORITY,10-19Y,HIGH SCHOOL,UPPER CLASS,0.6101,1,AFTER 2015,0,1,32765,9000,SEDAN,2,1,1,0,12,High Risk,1030,0,1030,Profitable
741036,40-64,FEMALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.6698,1,BEFORE 2015,1,0,32765,10000,SEDAN,5,0,0,0,10,High Risk,750,0,750,Profitable
765391,40-64,MALE,MAJORITY,20-29Y,HIGH SCHOOL,WORKING CLASS,0.3942,1,BEFORE 2015,1,1,10238,15000,SEDAN,2,0,0,1,4,Medium Risk,510,3500,-2990,Underpriced
778184,65+,FEMALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.5069,1,AFTER 2015,1,1,10238,11000,SEDAN,1,0,1,0,5,Medium Risk,530,0,530,Profitable
88198,26-39,MALE,MAJORITY,10-19Y,NONE,POVERTY,0.2576,0,BEFORE 2015,0,1,32765,12000,SEDAN,3,0,0,0,6,Medium Risk,790,0,790,Profitable
810318,40-64,MALE,MAJORITY,20-29Y,HIGH SCHOOL,MIDDLE CLASS,0.538,1,AFTER 2015,1,1,10238,11000,SEDAN,3,1,1,0,14,High Risk,910,0,910,Profitable
517060,65+,FEMALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.5448,1,BEFORE 2015,1,1,10238,12000,SEDAN,1,0,0,0,2,Low Risk,510,0,510,Profitable
511639,40-64,FEMALE,MAJORITY,20-29Y,HIGH SCHOOL,UPPER CLASS,0.6504,1,BEFORE 2015,1,1,32765,11000,SEDAN,2,0,0,0,4,Medium Risk,510,0,510,Profitable
389152,16-25,FEMALE,MAJORITY,0-9Y,HIGH SCHOOL,MIDDLE CLASS,0.6002,1,AFTER 2015,1,1,32765,7000,SEDAN,0,0,0,0,8,High Risk,1050,0,1050,Profitable
209049,26-39,MALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.6353,1,BEFORE 2015,1,1,32765,12000,SEDAN,3,0,1,1,9,High Risk,910,3500,-2590,Underpriced
20986,26-39,MALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.7481,1,BEFORE 2015,1,1,32765,10000,SEDAN,3,1,2,0,17,High Risk,1230,0,1230,Profitable
273504,65+,MALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.5298,1,BEFORE 2015,1,1,10238,11000,SEDAN,5,0,8,0,34,High Risk,1690,0,1690,Profitable
700831,16-25,MALE,MAJORITY,0-9Y,HIGH SCHOOL,WORKING CLASS,0.301,0,BEFORE 2015,0,1,10238,12000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
384446,40-64,MALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.6331,1,AFTER 2015,1,1,10238,10000,SEDAN,1,0,1,0,5,Medium Risk,550,0,550,Profitable
550482,16-25,FEMALE,MAJORITY,0-9Y,HIGH SCHOOL,WORKING CLASS,0.355,1,AFTER 2015,0,1,10238,9000,SEDAN,0,0,0,0,8,High Risk,1050,0,1050,Profitable
572797,26-39,MALE,MAJORITY,10-19Y,HIGH SCHOOL,MIDDLE CLASS,0.5062,1,BEFORE 2015,0,0,10238,13000,SEDAN,1,0,3,0,11,High Risk,990,0,990,Profitable
11854,26-39,MALE,MAJORITY,0-9Y,HIGH SCHOOL,WORKING CLASS,0.5592,1,BEFORE 2015,1,1,10238,13000,SEDAN,0,0,0,1,4,Medium Risk,800,3500,-2700,Underpriced
517332,26-39,MALE,MAJORITY,0-9Y,HIGH SCHOOL,MIDDLE CLASS,0.525,1,BEFORE 2015,0,0,32765,11000,SEDAN,0,0,0,1,4,Medium Risk,800,3500,-2700,Underpriced
864356,40-64,MALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.4159,1,AFTER 2015,1,1,10238,12000,SEDAN,6,2,2,0,28,High Risk,1470,0,1470,Profitable
850066,40-64,FEMALE,MAJORITY,20-29Y,HIGH SCHOOL,MIDDLE CLASS,0.5561,1,BEFORE 2015,0,1,10238,12000,SEDAN,3,0,2,0,12,High Risk,830,0,830,Profitable
428609,26-39,MALE,MAJORITY,10-19Y,HIGH SCHOOL,WORKING CLASS,0.4403,0,BEFORE 2015,0,0,10238,13000,SEDAN,0,0,0,1,0,Low Risk,550,3500,-2950,Underpriced
590798,16-25,MALE,MAJORITY,0-9Y,HIGH SCHOOL,POVERTY,0.2735,0,BEFORE 2015,0,1,92101,13000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
142359,16-25,FEMALE,MINORITY,0-9Y,NONE,POVERTY,0.3603,0,BEFORE 2015,0,1,10238,16000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
612627,26-39,FEMALE,MAJORITY,10-19Y,NONE,POVERTY,0.525,1,BEFORE 2015,0,0,10238,16000,SEDAN,0,0,1,0,3,Low Risk,670,0,670,Profitable
926871,40-64,FEMALE,MAJORITY,10-19Y,UNIVERSITY,WORKING CLASS,0.4055,0,BEFORE 2015,1,1,32765,8000,SEDAN,3,0,0,0,6,Medium Risk,690,0,690,Profitable
738180,16-25,FEMALE,MAJORITY,0-9Y,HIGH SCHOOL,MIDDLE CLASS,0.7419,1,BEFORE 2015,0,0,32765,11000,SEDAN,0,0,0,0,8,High Risk,1050,0,1050,Profitable
201203,40-64,FEMALE,MAJORITY,20-29Y,UNIVERSITY,MIDDLE CLASS,0.6282,0,AFTER 2015,0,0,32765,11000,SEDAN,0,0,0,0,0,Low Risk,350,0,350,Profitable
987920,40-64,MALE,MAJORITY,0-9Y,UNIVERSITY,UPPER CLASS,0.7754,1,AFTER 2015,0,1,10238,12000,SEDAN,0,0,0,0,4,Medium Risk,700,0,700,Profitable
795672,26-39,MALE,MAJORITY,10-19Y,NONE,POVERTY,0.3364,1,BEFORE 2015,0,0,32765,16000,SEDAN,1,0,1,1,5,Medium Risk,750,3500,-2750,Underpriced
116168,26-39,MALE,MINORITY,0-9Y,UNIVERSITY,MIDDLE CLASS,0.5174,1,AFTER 2015,0,0,32765,10000,SEDAN,0,0,0,0,4,Medium Risk,800,0,800,Profitable
878870,26-39,FEMALE,MAJORITY,10-19Y,HIGH SCHOOL,POVERTY,0.1607,1,BEFORE 2015,0,0,10238,15000,SEDAN,1,0,0,1,2,Low Risk,630,3500,-2870,Underpriced
287238,65+,FEMALE,MAJORITY,30Y+,HIGH SCHOOL,UPPER CLASS,0.6795,1,BEFORE 2015,1,1,10238,10000,SEDAN,2,1,0,0,9,High Risk,690,0,690,Profitable
668517,40-64,FEMALE,MAJORITY,20-29Y,HIGH SCHOOL,UPPER CLASS,0.6127,1,BEFORE 2015,1,1,10238,12000,SEDAN,1,0,0,0,2,Low Risk,430,0,430,Profitable
210290,65+,FEMALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.6121,1,BEFORE 2015,0,1,10238,9000,SEDAN,4,0,2,0,14,High Risk,890,0,890,Profitable
723965,26-39,MALE,MAJORITY,10-19Y,HIGH SCHOOL,WORKING CLASS,0.5521,1,BEFORE 2015,0,1,10238,15000,SEDAN,0,0,0,0,0,Low Risk,550,0,550,Profitable
684156,26-39,MALE,MINORITY,10-19Y,NONE,POVERTY,0.3376,0,BEFORE 2015,1,1,32765,12000,SEDAN,4,0,0,1,8,High Risk,870,3500,-2630,Underpriced
112524,26-39,MALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.6527,1,BEFORE 2015,0,1,10238,11000,SEDAN,1,0,2,0,8,High Risk,870,0,870,Profitable
767456,26-39,FEMALE,MAJORITY,0-9Y,NONE,POVERTY,0.4415,0,BEFORE 2015,0,1,10238,11000,SEDAN,0,0,0,0,4,Medium Risk,800,0,800,Profitable
843251,16-25,MALE,MINORITY,0-9Y,HIGH SCHOOL,WORKING CLASS,0.525,0,BEFORE 2015,1,1,10238,10000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
446121,65+,MALE,MAJORITY,30Y+,NONE,UPPER CLASS,0.5504,0,BEFORE 2015,1,1,32765,8000,SEDAN,8,4,0,0,36,High Risk,1770,0,1770,Profitable
817613,40-64,FEMALE,MAJORITY,0-9Y,NONE,MIDDLE CLASS,0.5472,1,BEFORE 2015,1,1,10238,11000,SEDAN,0,0,0,0,4,Medium Risk,700,0,700,Profitable
487791,40-64,MALE,MAJORITY,0-9Y,HIGH SCHOOL,WORKING CLASS,0.32,0,BEFORE 2015,0,0,10238,12000,SEDAN,0,0,0,1,4,Medium Risk,700,3500,-2800,Underpriced
820634,16-25,MALE,MAJORITY,0-9Y,UNIVERSITY,MIDDLE CLASS,0.6515,1,AFTER 2015,0,1,10238,12000,SEDAN,0,0,0,0,8,High Risk,1050,0,1050,Profitable
328200,65+,FEMALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.4241,0,AFTER 2015,1,1,32765,11000,SEDAN,0,0,0,0,0,Low Risk,430,0,430,Profitable
946774,26-39,MALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.6208,0,BEFORE 2015,1,1,10238,8000,SEDAN,2,0,2,1,10,High Risk,950,3500,-2550,Underpriced
94852,26-39,FEMALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.6927,0,AFTER 2015,1,1,10238,9000,SEDAN,1,0,1,0,5,Medium Risk,750,0,750,Profitable
511559,40-64,MALE,MAJORITY,20-29Y,HIGH SCHOOL,UPPER CLASS,0.525,1,AFTER 2015,1,0,32765,11000,SEDAN,5,1,2,0,21,High Risk,1190,0,1190,Profitable
297103,16-25,FEMALE,MAJORITY,0-9Y,NONE,POVERTY,0.4382,0,BEFORE 2015,0,0,10238,17000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
818433,16-25,MALE,MAJORITY,0-9Y,UNIVERSITY,WORKING CLASS,0.2351,1,AFTER 2015,0,0,10238,17000,SEDAN,0,0,0,0,8,High Risk,1050,0,1050,Profitable
286174,40-64,FEMALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.5627,1,AFTER 2015,1,1,10238,9000,SEDAN,1,1,0,0,7,Medium Risk,630,0,630,Profitable
153124,65+,FEMALE,MAJORITY,30Y+,HIGH SCHOOL,UPPER CLASS,0.525,1,BEFORE 2015,1,1,10238,11000,SEDAN,1,1,2,0,13,High Risk,850,0,850,Profitable
151422,65+,FEMALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.655,1,AFTER 2015,1,1,10238,9000,SEDAN,4,1,3,0,22,High Risk,1210,0,1210,Profitable
284446,16-25,MALE,MAJORITY,0-9Y,UNIVERSITY,MIDDLE CLASS,0.4902,1,BEFORE 2015,0,1,10238,13000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
330298,16-25,FEMALE,MAJORITY,0-9Y,UNIVERSITY,MIDDLE CLASS,0.5737,0,BEFORE 2015,0,1,10238,13000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
682907,65+,FEMALE,MAJORITY,30Y+,HIGH SCHOOL,UPPER CLASS,0.6701,1,BEFORE 2015,1,1,10238,10000,SEDAN,0,1,1,0,8,High Risk,650,0,650,Profitable
126967,40-64,MALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.7186,1,BEFORE 2015,1,1,10238,9000,SEDAN,4,2,3,0,27,High Risk,1430,0,1430,Profitable
20059,65+,FEMALE,MAJORITY,30Y+,NONE,UPPER CLASS,0.6739,1,BEFORE 2015,1,1,92101,9000,SEDAN,4,0,1,0,11,High Risk,770,0,770,Profitable
3794,16-25,FEMALE,MINORITY,0-9Y,NONE,POVERTY,0.3943,0,BEFORE 2015,0,0,10238,20000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
987063,65+,MALE,MAJORITY,30Y+,HIGH SCHOOL,UPPER CLASS,0.5119,1,AFTER 2015,1,1,10238,8000,SEDAN,4,0,1,0,11,High Risk,770,0,770,Profitable
151493,16-25,MALE,MAJORITY,0-9Y,HIGH SCHOOL,WORKING CLASS,0.3517,0,BEFORE 2015,0,1,10238,12000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
908853,65+,MALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.4947,1,BEFORE 2015,1,1,10238,10000,SEDAN,0,1,1,0,8,High Risk,750,0,750,Profitable
271560,65+,MALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.6259,1,AFTER 2015,1,0,21217,12000,SEDAN,2,0,1,1,7,Medium Risk,710,3500,-2790,Underpriced
269359,26-39,FEMALE,MAJORITY,10-19Y,HIGH SCHOOL,UPPER CLASS,0.525,1,AFTER 2015,1,0,92101,12000,SEDAN,1,0,1,0,5,Medium Risk,750,0,750,Profitable
969295,16-25,MALE,MINORITY,0-9Y,HIGH SCHOOL,POVERTY,0.2418,0,BEFORE 2015,1,0,32765,6000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
787582,40-64,FEMALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.5525,1,BEFORE 2015,1,0,10238,11000,SEDAN,1,0,2,0,8,High Risk,670,0,670,Profitable
147438,40-64,MALE,MAJORITY,0-9Y,UNIVERSITY,UPPER CLASS,0.4932,1,AFTER 2015,1,1,10238,9000,SPORTS CAR,0,0,0,1,6,Medium Risk,950,3500,-2550,Underpriced
160308,40-64,FEMALE,MINORITY,0-9Y,HIGH SCHOOL,UPPER CLASS,0.7673,1,AFTER 2015,1,1,10238,9000,SEDAN,0,0,0,0,4,Medium Risk,700,0,700,Profitable
335262,65+,MALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.6795,1,AFTER 2015,0,1,10238,11000,SEDAN,1,0,2,0,8,High Risk,650,0,650,Profitable
866012,16-25,FEMALE,MAJORITY,0-9Y,UNIVERSITY,WORKING CLASS,0.525,0,BEFORE 2015,0,0,92101,13000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
